,genus_init,genus_gtdb,quality,genome_id
GCF_004795035.1,Streptomyces,Streptomyces_G,LQ,GCF_004795035.1
GCF_004795055.1,Streptomyces,Streptomyces_G,LQ,GCF_004795055.1
GCF_004795105.1,Streptomyces,Streptomyces_G,MQ,GCF_004795105.1
GCF_004795115.1,Streptomyces,Streptomyces_G,LQ,GCF_004795115.1
GCF_004795155.1,Streptomyces,Streptomyces_G,LQ,GCF_004795155.1
GCF_004795255.1,Streptomyces,Streptomyces_G,MQ,GCF_004795255.1
GCF_004795715.1,Streptomyces,Streptomyces_G,HQ,GCF_004795715.1
GCF_004798575.1,Streptomyces,Streptomyces_G,MQ,GCF_004798575.1
GCF_004803895.1,Streptomyces,Streptomyces_G,HQ,GCF_004803895.1
GCF_005047355.1,Streptomyces,Streptomyces_G,LQ,GCF_005047355.1
GCF_005048155.1,Streptomyces,Streptomyces_G,MQ,GCF_005048155.1
GCF_005222485.1,Streptomyces,Streptomyces_G,HQ,GCF_005222485.1
GCF_005234185.1,Streptomyces,Streptomyces_G,MQ,GCF_005234185.1
GCF_005280195.1,Streptomyces,Streptomyces_G,LQ,GCF_005280195.1
GCF_005280215.1,Streptomyces,Streptomyces_G,MQ,GCF_005280215.1
GCF_005405925.1,Streptomyces,Streptomyces_G,MQ,GCF_005405925.1
GCF_005405965.1,Streptomyces,Streptomyces_G,MQ,GCF_005405965.1
GCF_005406005.1,Streptomyces,Streptomyces_G,MQ,GCF_005406005.1
GCF_005490965.1,Streptomyces,Streptomyces_G,HQ,GCF_005490965.1
GCF_005517195.1,Streptomyces,Streptomyces_G,HQ,GCF_005517195.1
GCF_005519465.1,Streptomyces,Streptomyces_G,HQ,GCF_005519465.1
GCF_005768555.2,Streptomyces,Streptomyces_G,LQ,GCF_005768555.2
GCF_005786655.1,Streptomyces,Streptomyces_G,LQ,GCF_005786655.1
GCF_005795905.1,Streptomyces,Streptomyces_G,MQ,GCF_005795905.1
GCF_005860785.2,Streptomyces,Streptomyces_G,HQ,GCF_005860785.2
GCF_005869865.1,Streptomyces,Streptomyces_G,MQ,GCF_005869865.1
GCF_005938145.1,Streptomyces,Streptomyces_G,MQ,GCF_005938145.1
GCF_005981925.1,Streptomyces,Streptomyces_G,LQ,GCF_005981925.1
GCF_005981935.1,Streptomyces,Streptomyces_G,LQ,GCF_005981935.1
GCF_005981965.1,Streptomyces,Streptomyces_G,LQ,GCF_005981965.1
GCF_006088715.1,Streptomyces,Streptomyces_G,HQ,GCF_006088715.1
GCF_006229535.1,Streptomyces,Streptomyces_G,HQ,GCF_006229535.1
GCF_006334905.2,Streptomyces,Streptomyces_G,MQ,GCF_006334905.2
GCF_006334995.2,Streptomyces,Streptomyces_G,MQ,GCF_006334995.2
GCF_006335015.1,Streptomyces,Streptomyces_G,MQ,GCF_006335015.1
GCF_006335115.1,Streptomyces,non-Streptomyces_G,LQ,GCF_006335115.1
GCF_006516935.1,Streptomyces,Streptomyces_G,HQ,GCF_006516935.1
GCF_006539165.1,Streptomyces,Streptomyces_G,LQ,GCF_006539165.1
GCF_006539185.1,Streptomyces,Streptomyces_G,LQ,GCF_006539185.1
GCF_006539505.1,Streptomyces,Streptomyces_G,LQ,GCF_006539505.1
GCF_006540305.1,Streptomyces,Streptomyces_G,MQ,GCF_006540305.1
GCF_006547165.1,Streptomyces,Streptomyces_G,LQ,GCF_006547165.1
GCF_006547175.1,Streptomyces,Streptomyces_G,LQ,GCF_006547175.1
GCF_006547185.1,Streptomyces,Streptomyces_G,LQ,GCF_006547185.1
GCF_006636205.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_006636205.1
GCF_006715185.1,Streptomyces,Streptomyces_G,MQ,GCF_006715185.1
GCF_006715395.1,Streptomyces,Streptomyces_G,MQ,GCF_006715395.1
GCF_006715635.1,Streptomyces,Streptomyces_G,MQ,GCF_006715635.1
GCF_006715785.1,Streptomyces,Streptomyces_G,MQ,GCF_006715785.1
GCF_006715925.1,Streptomyces,Streptomyces_G,MQ,GCF_006715925.1
GCF_006716135.1,Streptomyces,Streptomyces_G,HQ,GCF_006716135.1
GCF_006782915.1,Streptomyces,Streptomyces_G,MQ,GCF_006782915.1
GCF_006788935.1,Streptomyces,Streptomyces_G,MQ,GCF_006788935.1
GCF_006974005.1,Streptomyces,Streptomyces_G,HQ,GCF_006974005.1
GCF_007050945.1,Streptomyces,Streptomyces_G,LQ,GCF_007050945.1
GCF_007096885.1,Streptomyces,Streptomyces_G,LQ,GCF_007096885.1
GCF_007097205.2,Streptomyces,Streptomyces_G,LQ,GCF_007097205.2
GCF_007097665.2,Streptomyces,Streptomyces_G,LQ,GCF_007097665.2
GCF_007113405.2,Streptomyces,Streptomyces_G,HQ,GCF_007113405.2
GCF_007113425.2,Streptomyces,Streptomyces_G,HQ,GCF_007113425.2
GCF_007113445.1,Streptomyces,Streptomyces_G,HQ,GCF_007113445.1
GCF_007113465.1,Streptomyces,Streptomyces_G,HQ,GCF_007113465.1
GCF_007113485.2,Streptomyces,Streptomyces_G,HQ,GCF_007113485.2
GCF_007113505.2,Streptomyces,Streptomyces_G,HQ,GCF_007113505.2
GCF_007113525.2,Streptomyces,Streptomyces_G,HQ,GCF_007113525.2
GCF_007113545.2,Streptomyces,Streptomyces_G,HQ,GCF_007113545.2
GCF_007113565.2,Streptomyces,Streptomyces_G,HQ,GCF_007113565.2
GCF_007113585.2,Streptomyces,Streptomyces_G,HQ,GCF_007113585.2
GCF_007113665.2,Streptomyces,Streptomyces_G,HQ,GCF_007113665.2
GCF_007176755.1,Streptomyces,Streptomyces_G,MQ,GCF_007176755.1
GCF_007280575.1,Streptomyces,Streptomyces_G,LQ,GCF_007280575.1
GCF_007280585.1,Streptomyces,Streptomyces_G,LQ,GCF_007280585.1
GCF_007363395.1,Streptomyces,Streptomyces_G,HQ,GCF_007363395.1
GCF_007595705.1,Streptomyces,Streptomyces_G,MQ,GCF_007595705.1
GCF_007655005.1,Streptomyces,Streptomyces_G,MQ,GCF_007655005.1
GCF_007677905.1,Streptomyces,Streptomyces_G,LQ,GCF_007677905.1
GCF_007679265.1,Streptomyces,Streptomyces_G,LQ,GCF_007679265.1
GCF_007679425.1,Streptomyces,Streptomyces_G,LQ,GCF_007679425.1
GCF_007679945.1,Streptomyces,Streptomyces_G,MQ,GCF_007679945.1
GCF_007827595.1,Streptomyces,Streptomyces_G,MQ,GCF_007827595.1
GCF_007828695.1,Streptomyces,Streptomyces_G,MQ,GCF_007828695.1
GCF_007828955.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_007828955.1
GCF_007829815.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_007829815.1
GCF_007829875.1,Streptomyces,Streptomyces_G,MQ,GCF_007829875.1
GCF_007829885.1,Streptomyces,Streptomyces_G,MQ,GCF_007829885.1
GCF_007856155.1,Streptomyces,Streptomyces_G,HQ,GCF_007856155.1
GCF_007896895.1,Streptomyces,Streptomyces_G,LQ,GCF_007896895.1
GCF_007896905.1,Streptomyces,Streptomyces_G,MQ,GCF_007896905.1
GCF_007994955.1,Streptomyces,Streptomyces_G,MQ,GCF_007994955.1
GCF_008016805.1,Streptomyces,Streptomyces_G,MQ,GCF_008016805.1
GCF_008039505.1,Streptomyces,Streptomyces_G,LQ,GCF_008039505.1
GCF_008042035.1,Streptomyces,Streptomyces_G,MQ,GCF_008042035.1
GCF_008042045.1,Streptomyces,Streptomyces_G,LQ,GCF_008042045.1
GCF_008042065.1,Streptomyces,Streptomyces_G,MQ,GCF_008042065.1
GCF_008042075.1,Streptomyces,Streptomyces_G,LQ,GCF_008042075.1
GCF_008042115.1,Streptomyces,Streptomyces_G,LQ,GCF_008042115.1
GCF_008042125.1,Streptomyces,Streptomyces_G,LQ,GCF_008042125.1
GCF_008042145.1,Streptomyces,Streptomyces_G,LQ,GCF_008042145.1
GCF_008042155.1,Streptomyces,Streptomyces_G,LQ,GCF_008042155.1
GCF_008042275.1,Streptomyces,Streptomyces_G,LQ,GCF_008042275.1
GCF_008064995.1,Streptomyces,Streptomyces_G,HQ,GCF_008064995.1
GCF_008086975.1,Streptomyces,Streptomyces_G,LQ,GCF_008086975.1
GCF_008087005.1,Streptomyces,Streptomyces_G,LQ,GCF_008087005.1
GCF_008107605.1,Streptomyces,non-Streptomyces_G,MQ,GCF_008107605.1
GCF_008120935.1,Streptomyces,Streptomyces_G,LQ,GCF_008120935.1
GCF_008124905.1,Streptomyces,Streptomyces_G,MQ,GCF_008124905.1
GCF_008124915.1,Streptomyces,Streptomyces_G,MQ,GCF_008124915.1
GCF_008124975.1,Streptomyces,Streptomyces_G,MQ,GCF_008124975.1
GCF_008124985.1,Streptomyces,Streptomyces_G,MQ,GCF_008124985.1
GCF_008125035.1,Streptomyces,Streptomyces_G,MQ,GCF_008125035.1
GCF_008180165.1,Streptomyces,Streptomyces_G,LQ,GCF_008180165.1
GCF_008271805.1,Streptomyces,Streptomyces_G,LQ,GCF_008271805.1
GCF_008312835.1,Streptomyces,Streptomyces_G,MQ,GCF_008312835.1
GCF_008312845.1,Streptomyces,Streptomyces_G,MQ,GCF_008312845.1
GCF_008369065.1,Streptomyces,Streptomyces_G,LQ,GCF_008369065.1
GCF_008386495.1,Streptomyces,Streptomyces_G,LQ,GCF_008386495.1
GCF_008632535.1,Streptomyces,Streptomyces_G,LQ,GCF_008632535.1
GCF_008632955.1,Streptomyces,Streptomyces_G,HQ,GCF_008632955.1
GCF_008634015.1,Streptomyces,Streptomyces_G,MQ,GCF_008634015.1
GCF_008634025.1,Streptomyces,Streptomyces_G,MQ,GCF_008634025.1
GCF_008639045.1,Streptomyces,Streptomyces_G,HQ,GCF_008639045.1
GCF_008639165.1,Streptomyces,Streptomyces_G,HQ,GCF_008639165.1
GCF_008642275.1,Streptomyces,Streptomyces_G,HQ,GCF_008642275.1
GCF_008642295.1,Streptomyces,Streptomyces_G,HQ,GCF_008642295.1
GCF_008642315.1,Streptomyces,Streptomyces_G,HQ,GCF_008642315.1
GCF_008642335.1,Streptomyces,Streptomyces_G,HQ,GCF_008642335.1
GCF_008642355.1,Streptomyces,Streptomyces_G,HQ,GCF_008642355.1
GCF_008642375.1,Streptomyces,Streptomyces_G,HQ,GCF_008642375.1
GCF_008704395.1,Streptomyces,Streptomyces_G,HQ,GCF_008704395.1
GCF_008704425.1,Streptomyces,Streptomyces_G,HQ,GCF_008704425.1
GCF_008704445.1,Streptomyces,Streptomyces_G,HQ,GCF_008704445.1
GCF_008704495.1,Streptomyces,Streptomyces_G,HQ,GCF_008704495.1
GCF_008704515.1,Streptomyces,Streptomyces_G,HQ,GCF_008704515.1
GCF_008704535.1,Streptomyces,Streptomyces_G,HQ,GCF_008704535.1
GCF_008704555.1,Streptomyces,Streptomyces_G,HQ,GCF_008704555.1
GCF_008704575.1,Streptomyces,Streptomyces_G,HQ,GCF_008704575.1
GCF_008704655.1,Streptomyces,Streptomyces_G,HQ,GCF_008704655.1
GCF_008704715.1,Streptomyces,Streptomyces_G,HQ,GCF_008704715.1
GCF_008704795.1,Streptomyces,Streptomyces_G,HQ,GCF_008704795.1
GCF_008704855.1,Streptomyces,Streptomyces_G,HQ,GCF_008704855.1
GCF_008704935.1,Streptomyces,Streptomyces_G,HQ,GCF_008704935.1
GCF_008704995.1,Streptomyces,Streptomyces_G,HQ,GCF_008704995.1
GCF_008705135.1,Streptomyces,Streptomyces_G,HQ,GCF_008705135.1
GCF_008705255.1,Streptomyces,Streptomyces_G,HQ,GCF_008705255.1
GCF_008806595.1,Streptomyces,Streptomyces_G,LQ,GCF_008806595.1
GCF_008868685.1,Streptomyces,Streptomyces_G,LQ,GCF_008868685.1
GCF_008905045.1,Streptomyces,Streptomyces_G,LQ,GCF_008905045.1
GCF_008931305.1,Streptomyces,Streptomyces_G,HQ,GCF_008931305.1
GCF_008932075.1,Streptomyces,Streptomyces_G,LQ,GCF_008932075.1
GCF_008973465.1,Streptomyces,Streptomyces_G,MQ,GCF_008973465.1
GCF_008974245.1,Streptomyces,Streptomyces_G,MQ,GCF_008974245.1
GCF_009025935.1,Streptomyces,Streptomyces_G,HQ,GCF_009025935.1
GCF_009176265.1,Streptomyces,Streptomyces_G,MQ,GCF_009176265.1
GCF_009184865.1,Streptomyces,Streptomyces_G,HQ,GCF_009184865.1
GCF_009208535.1,Streptomyces,Streptomyces_G,LQ,GCF_009208535.1
GCF_009296025.1,Streptomyces,Streptomyces_G,HQ,GCF_009296025.1
GCF_009299385.1,Streptomyces,Streptomyces_G,HQ,GCF_009299385.1
GCF_009377175.1,Streptomyces,Streptomyces_G,LQ,GCF_009377175.1
GCF_009377185.1,Streptomyces,Streptomyces_G,LQ,GCF_009377185.1
GCF_009377205.1,Streptomyces,Streptomyces_G,LQ,GCF_009377205.1
GCF_009377235.1,Streptomyces,Streptomyces_G,LQ,GCF_009377235.1
GCF_009495655.1,Streptomyces,Streptomyces_G,HQ,GCF_009495655.1
GCF_009498275.1,Streptomyces,Streptomyces_G,HQ,GCF_009498275.1
GCF_009569385.1,Streptomyces,non-Streptomyces_G,MQ,GCF_009569385.1
GCF_009600885.1,Streptomyces,Streptomyces_G,LQ,GCF_009600885.1
GCF_009600895.1,Streptomyces,Streptomyces_G,LQ,GCF_009600895.1
GCF_009604385.1,Streptomyces,Streptomyces_G,LQ,GCF_009604385.1
GCF_009604455.1,Streptomyces,Streptomyces_G,MQ,GCF_009604455.1
GCF_009650765.1,Streptomyces,Streptomyces_G,HQ,GCF_009650765.1
GCF_009709555.1,Streptomyces,Streptomyces_G,LQ,GCF_009709555.1
GCF_009709575.1,Streptomyces,Streptomyces_G,MQ,GCF_009709575.1
GCF_009735685.1,Streptomyces,Streptomyces_G,LQ,GCF_009735685.1
GCF_009739225.1,Streptomyces,Streptomyces_G,LQ,GCF_009739225.1
GCF_009739465.1,Streptomyces,Streptomyces_G,LQ,GCF_009739465.1
GCF_009739905.1,Streptomyces,Streptomyces_G,HQ,GCF_009739905.1
GCF_009755605.1,Streptomyces,Streptomyces_G,MQ,GCF_009755605.1
GCF_009769735.1,Streptomyces,Streptomyces_G,MQ,GCF_009769735.1
GCF_009789635.1,Streptomyces,Streptomyces_G,HQ,GCF_009789635.1
GCF_009796285.1,Streptomyces,Streptomyces_G,HQ,GCF_009796285.1
GCF_009811555.1,Streptomyces,Streptomyces_G,MQ,GCF_009811555.1
GCF_009811575.1,Streptomyces,Streptomyces_G,MQ,GCF_009811575.1
GCF_009811595.1,Streptomyces,Streptomyces_G,MQ,GCF_009811595.1
GCF_009811635.1,Streptomyces,Streptomyces_G,MQ,GCF_009811635.1
GCF_009823745.1,Streptomyces,Streptomyces_G,MQ,GCF_009823745.1
GCF_009827025.1,Streptomyces,Streptomyces_G,MQ,GCF_009827025.1
GCF_009829585.1,Streptomyces,Streptomyces_G,MQ,GCF_009829585.1
GCF_009832925.1,Streptomyces,Streptomyces_G,HQ,GCF_009832925.1
GCF_009834105.1,Streptomyces,Streptomyces_G,HQ,GCF_009834105.1
GCF_009834125.1,Streptomyces,Streptomyces_G,HQ,GCF_009834125.1
GCF_009834145.1,Streptomyces,Streptomyces_G,HQ,GCF_009834145.1
GCF_009834665.1,Streptomyces,Streptomyces_G,MQ,GCF_009834665.1
GCF_009846825.1,Streptomyces,Streptomyces_G,MQ,GCF_009846825.1
GCF_009852415.1,Streptomyces,Streptomyces_G,MQ,GCF_009852415.1
GCF_009857135.1,Streptomyces,Streptomyces_G,HQ,GCF_009857135.1
GCF_009862025.1,Streptomyces,Streptomyces_G,LQ,GCF_009862025.1
GCF_009862035.1,Streptomyces,Streptomyces_G,MQ,GCF_009862035.1
GCF_009862045.1,Streptomyces,Streptomyces_G,MQ,GCF_009862045.1
GCF_009862055.1,Streptomyces,Streptomyces_G,MQ,GCF_009862055.1
GCF_009862105.1,Streptomyces,Streptomyces_G,MQ,GCF_009862105.1
GCF_009862115.1,Streptomyces,Streptomyces_G,MQ,GCF_009862115.1
GCF_009862125.1,Streptomyces,Streptomyces_G,LQ,GCF_009862125.1
GCF_009862145.1,Streptomyces,Streptomyces_G,MQ,GCF_009862145.1
GCF_009862205.1,Streptomyces,Streptomyces_G,MQ,GCF_009862205.1
GCF_009862215.1,Streptomyces,Streptomyces_G,MQ,GCF_009862215.1
GCF_009862225.1,Streptomyces,Streptomyces_G,LQ,GCF_009862225.1
GCF_009862245.1,Streptomyces,Streptomyces_G,MQ,GCF_009862245.1
GCF_009862265.1,Streptomyces,Streptomyces_G,LQ,GCF_009862265.1
GCF_009862305.1,Streptomyces,Streptomyces_G,LQ,GCF_009862305.1
GCF_009862315.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_009862315.1
GCF_009862345.1,Streptomyces,Streptomyces_G,MQ,GCF_009862345.1
GCF_009862355.1,Streptomyces,Streptomyces_G,LQ,GCF_009862355.1
GCF_009862365.1,Streptomyces,Streptomyces_G,MQ,GCF_009862365.1
GCF_009862405.1,Streptomyces,Streptomyces_G,LQ,GCF_009862405.1
GCF_009862415.1,Streptomyces,Streptomyces_G,MQ,GCF_009862415.1
GCF_009862445.1,Streptomyces,Streptomyces_G,MQ,GCF_009862445.1
GCF_009862465.1,Streptomyces,Streptomyces_G,LQ,GCF_009862465.1
GCF_009862475.1,Streptomyces,Streptomyces_G,LQ,GCF_009862475.1
GCF_009862505.1,Streptomyces,Streptomyces_G,LQ,GCF_009862505.1
GCF_009862515.1,Streptomyces,Streptomyces_G,LQ,GCF_009862515.1
GCF_009862625.1,Streptomyces,Streptomyces_G,LQ,GCF_009862625.1
GCF_009862635.1,Streptomyces,Streptomyces_G,LQ,GCF_009862635.1
GCF_009862685.1,Streptomyces,Streptomyces_G,LQ,GCF_009862685.1
GCF_009862765.1,Streptomyces,Streptomyces_G,LQ,GCF_009862765.1
GCF_009862825.1,Streptomyces,Streptomyces_G,LQ,GCF_009862825.1
GCF_009862845.1,Streptomyces,Streptomyces_G,LQ,GCF_009862845.1
GCF_009862865.1,Streptomyces,Streptomyces_G,MQ,GCF_009862865.1
GCF_009862885.1,Streptomyces,Streptomyces_G,MQ,GCF_009862885.1
GCF_009862925.1,Streptomyces,Streptomyces_G,MQ,GCF_009862925.1
GCF_009862935.1,Streptomyces,Streptomyces_G,LQ,GCF_009862935.1
GCF_009862965.1,Streptomyces,Streptomyces_G,MQ,GCF_009862965.1
GCF_009862985.1,Streptomyces,Streptomyces_G,MQ,GCF_009862985.1
GCF_009863025.1,Streptomyces,Streptomyces_G,LQ,GCF_009863025.1
GCF_009863035.1,Streptomyces,Streptomyces_G,LQ,GCF_009863035.1
GCF_009863045.1,Streptomyces,Streptomyces_G,LQ,GCF_009863045.1
GCF_009863085.1,Streptomyces,Streptomyces_G,LQ,GCF_009863085.1
GCF_009863095.1,Streptomyces,Streptomyces_G,LQ,GCF_009863095.1
GCF_009863125.1,Streptomyces,Streptomyces_G,LQ,GCF_009863125.1
GCF_009863145.1,Streptomyces,Streptomyces_G,LQ,GCF_009863145.1
GCF_009863155.1,Streptomyces,Streptomyces_G,MQ,GCF_009863155.1
GCF_009863165.1,Streptomyces,Streptomyces_G,LQ,GCF_009863165.1
GCF_009863175.1,Streptomyces,Streptomyces_G,LQ,GCF_009863175.1
GCF_009863225.1,Streptomyces,Streptomyces_G,LQ,GCF_009863225.1
GCF_009863235.1,Streptomyces,Streptomyces_G,MQ,GCF_009863235.1
GCF_009863265.1,Streptomyces,Streptomyces_G,MQ,GCF_009863265.1
GCF_009863275.1,Streptomyces,Streptomyces_G,MQ,GCF_009863275.1
GCF_009863285.1,Streptomyces,Streptomyces_G,MQ,GCF_009863285.1
GCF_009864805.1,Streptomyces,Streptomyces_G,LQ,GCF_009864805.1
GCF_009864845.1,Streptomyces,Streptomyces_G,MQ,GCF_009864845.1
GCF_009864855.1,Streptomyces,Streptomyces_G,LQ,GCF_009864855.1
GCF_009864865.1,Streptomyces,Streptomyces_G,MQ,GCF_009864865.1
GCF_009864905.1,Streptomyces,Streptomyces_G,MQ,GCF_009864905.1
GCF_009864915.1,Streptomyces,Streptomyces_G,MQ,GCF_009864915.1
GCF_009864985.1,Streptomyces,Streptomyces_G,LQ,GCF_009864985.1
GCF_009865035.1,Streptomyces,Streptomyces_G,MQ,GCF_009865035.1
GCF_009865065.1,Streptomyces,Streptomyces_G,MQ,GCF_009865065.1
GCF_009865075.1,Streptomyces,Streptomyces_G,MQ,GCF_009865075.1
GCF_009865085.1,Streptomyces,Streptomyces_G,LQ,GCF_009865085.1
GCF_009865125.1,Streptomyces,Streptomyces_G,MQ,GCF_009865125.1
GCF_009865135.1,Streptomyces,Streptomyces_G,MQ,GCF_009865135.1
GCF_009865165.1,Streptomyces,Streptomyces_G,LQ,GCF_009865165.1
GCF_009865175.1,Streptomyces,Streptomyces_G,LQ,GCF_009865175.1
GCF_009865205.1,Streptomyces,Streptomyces_G,LQ,GCF_009865205.1
GCF_009865215.1,Streptomyces,non-Streptomyces_G,LQ,GCF_009865215.1
GCF_009865265.1,Streptomyces,Streptomyces_G,LQ,GCF_009865265.1
GCF_009865275.1,Streptomyces,Streptomyces_G,LQ,GCF_009865275.1
GCF_009865305.1,Streptomyces,Streptomyces_G,MQ,GCF_009865305.1
GCF_009865325.1,Streptomyces,Streptomyces_G,MQ,GCF_009865325.1
GCF_009865365.1,Streptomyces,Streptomyces_G,MQ,GCF_009865365.1
GCF_009865385.1,Streptomyces,Streptomyces_G,LQ,GCF_009865385.1
GCF_009865405.1,Streptomyces,Streptomyces_G,LQ,GCF_009865405.1
GCF_009865425.1,Streptomyces,Streptomyces_G,LQ,GCF_009865425.1
GCF_009865465.1,Streptomyces,Streptomyces_G,MQ,GCF_009865465.1
GCF_009865475.1,Streptomyces,Streptomyces_G,LQ,GCF_009865475.1
GCF_009865505.1,Streptomyces,Streptomyces_G,LQ,GCF_009865505.1
GCF_009865545.1,Streptomyces,Streptomyces_G,LQ,GCF_009865545.1
GCF_009865565.1,Streptomyces,Streptomyces_G,LQ,GCF_009865565.1
GCF_009865585.1,Streptomyces,Streptomyces_G,LQ,GCF_009865585.1
GCF_009865595.1,Streptomyces,Streptomyces_G,LQ,GCF_009865595.1
GCF_009865605.1,Streptomyces,Streptomyces_G,LQ,GCF_009865605.1
GCF_009866455.1,Streptomyces,Streptomyces_G,LQ,GCF_009866455.1
GCF_009867075.1,Streptomyces,Streptomyces_G,HQ,GCF_009867075.1
GCF_009870065.1,Streptomyces,Streptomyces_G,LQ,GCF_009870065.1
GCF_009870085.1,Streptomyces,Streptomyces_G,MQ,GCF_009870085.1
GCF_009870095.1,Streptomyces,Streptomyces_G,LQ,GCF_009870095.1
GCF_009872515.1,Streptomyces,Streptomyces_G,LQ,GCF_009872515.1
GCF_009872535.1,Streptomyces,Streptomyces_G,LQ,GCF_009872535.1
GCF_009872555.1,Streptomyces,Streptomyces_G,LQ,GCF_009872555.1
GCF_009872565.1,Streptomyces,Streptomyces_G,LQ,GCF_009872565.1
GCF_009872615.1,Streptomyces,Streptomyces_G,MQ,GCF_009872615.1
GCF_009873275.1,Streptomyces,Streptomyces_G,LQ,GCF_009873275.1
GCF_009908195.1,Streptomyces,Streptomyces_G,LQ,GCF_009908195.1
GCF_009916105.1,Streptomyces,Streptomyces_G,LQ,GCF_009916105.1
GCF_009936315.1,Streptomyces,Streptomyces_G,HQ,GCF_009936315.1
GCF_010119355.1,Streptomyces,Streptomyces_G,LQ,GCF_010119355.1
GCF_010384365.1,Streptomyces,Streptomyces_G,HQ,GCF_010384365.1
GCF_010523235.1,Streptomyces,Streptomyces_G,HQ,GCF_010523235.1
GCF_010548045.1,Streptomyces,Streptomyces_G,LQ,GCF_010548045.1
GCF_010548075.1,Streptomyces,Streptomyces_G,LQ,GCF_010548075.1
GCF_010548115.1,Streptomyces,Streptomyces_G,LQ,GCF_010548115.1
GCF_010548145.1,Streptomyces,Streptomyces_G,LQ,GCF_010548145.1
GCF_010548165.1,Streptomyces,Streptomyces_G,MQ,GCF_010548165.1
GCF_010548175.1,Streptomyces,Streptomyces_G,LQ,GCF_010548175.1
GCF_010548185.1,Streptomyces,Streptomyces_G,LQ,GCF_010548185.1
GCF_010548215.1,Streptomyces,Streptomyces_G,LQ,GCF_010548215.1
GCF_010548245.1,Streptomyces,Streptomyces_G,LQ,GCF_010548245.1
GCF_010548275.1,Streptomyces,Streptomyces_G,LQ,GCF_010548275.1
GCF_010548305.1,Streptomyces,non-Streptomyces_G,LQ,GCF_010548305.1
GCF_010548325.1,Streptomyces,Streptomyces_G,LQ,GCF_010548325.1
GCF_010548345.1,Streptomyces,Streptomyces_G,LQ,GCF_010548345.1
GCF_010548375.1,Streptomyces,Streptomyces_G,LQ,GCF_010548375.1
GCF_010548385.1,Streptomyces,Streptomyces_G,LQ,GCF_010548385.1
GCF_010548435.1,Streptomyces,Streptomyces_G,LQ,GCF_010548435.1
GCF_010548465.1,Streptomyces,Streptomyces_G,LQ,GCF_010548465.1
GCF_010548475.1,Streptomyces,Streptomyces_G,LQ,GCF_010548475.1
GCF_010548505.1,Streptomyces,Streptomyces_G,LQ,GCF_010548505.1
GCF_010548515.1,Streptomyces,Streptomyces_G,LQ,GCF_010548515.1
GCF_010548525.1,Streptomyces,Streptomyces_G,LQ,GCF_010548525.1
GCF_010548565.1,Streptomyces,Streptomyces_G,LQ,GCF_010548565.1
GCF_010548575.1,Streptomyces,Streptomyces_G,LQ,GCF_010548575.1
GCF_010548605.1,Streptomyces,Streptomyces_G,LQ,GCF_010548605.1
GCF_010548615.1,Streptomyces,Streptomyces_G,LQ,GCF_010548615.1
GCF_010548665.1,Streptomyces,Streptomyces_G,LQ,GCF_010548665.1
GCF_010548675.1,Streptomyces,Streptomyces_G,LQ,GCF_010548675.1
GCF_010548705.1,Streptomyces,Streptomyces_G,LQ,GCF_010548705.1
GCF_010548715.1,Streptomyces,Streptomyces_G,LQ,GCF_010548715.1
GCF_010548725.1,Streptomyces,Streptomyces_G,LQ,GCF_010548725.1
GCF_010550245.1,Streptomyces,Streptomyces_G,LQ,GCF_010550245.1
GCF_010550325.1,Streptomyces,Streptomyces_G,LQ,GCF_010550325.1
GCF_010550365.1,Streptomyces,Streptomyces_G,LQ,GCF_010550365.1
GCF_010550375.1,Streptomyces,Streptomyces_G,LQ,GCF_010550375.1
GCF_010550405.1,Streptomyces,Streptomyces_G,LQ,GCF_010550405.1
GCF_010550435.1,Streptomyces,Streptomyces_G,LQ,GCF_010550435.1
GCF_010550505.1,Streptomyces,Streptomyces_G,LQ,GCF_010550505.1
GCF_010550525.1,Streptomyces,Streptomyces_G,LQ,GCF_010550525.1
GCF_010550535.1,Streptomyces,Streptomyces_G,LQ,GCF_010550535.1
GCF_010550605.1,Streptomyces,Streptomyces_G,LQ,GCF_010550605.1
GCF_010550625.1,Streptomyces,Streptomyces_G,LQ,GCF_010550625.1
GCF_010550645.1,Streptomyces,Streptomyces_G,LQ,GCF_010550645.1
GCF_010669165.1,Streptomyces,Streptomyces_G,HQ,GCF_010669165.1
GCF_010820575.1,Streptomyces,Streptomyces_G,MQ,GCF_010820575.1
GCF_010892295.1,Streptomyces,Streptomyces_G,LQ,GCF_010892295.1
GCF_010993835.1,Streptomyces,Streptomyces_G,MQ,GCF_010993835.1
GCF_011006355.1,Streptomyces,Streptomyces_G,HQ,GCF_011006355.1
GCF_011007525.1,Streptomyces,Streptomyces_G,MQ,GCF_011007525.1
GCF_011008945.1,Streptomyces,Streptomyces_G,LQ,GCF_011008945.1
GCF_011044975.1,Streptomyces,Streptomyces_G,LQ,GCF_011044975.1
GCF_011044995.1,Streptomyces,Streptomyces_G,LQ,GCF_011044995.1
GCF_011045015.1,Streptomyces,Streptomyces_G,LQ,GCF_011045015.1
